Puri,Blue Lily Beach Resort,06752 230 371,Rs.3765-4000,Sipasarubali, Baliapanda, Landmark -Eastwest Hotel Rd, Marine Dr Rd, Puri, Odisha 752001"
Puri,Hotel New Shankar International,094394 66666,Rs. 1130,C.T. Road, Near- Ramkrishna Math., Puri, Odisha 752002"
Puri,The Hans Coco Palms,06752 230 038,Rs.8500-8800,Baliapanda New Marine Drive Road, Swargdwar, Puri, Odisha 752001"
Puri,MAYFAIR Heritage,06752 660 660,Rs.10,000-11,000,Plot No 122, 124, 125, Chakra Tirtha Road, Puri, Odisha 752002"
Bhubaneswar,MAYFAIR Lagoon,0674 666 0101,Rs.10079-10500,8-B, Jaydev Vihar, Bhubaneswar, Odisha 751013"
Bhubaneswar,Trident,674 230 1010,Rs.8175-8200,CB-1, Nayapalli, Bhubaneswar, Odisha 751013"
Bhubaneswar,Ginger Hotel,0674 666 3333,Rs.3000-3500,Opposite Nalco Headquarters, Joydev Vihar, Nayapalli, Bhubaneswar, Odisha 751013"
Bhubaneswar,The Presidency,0674 255 9569,Rs.1600-2000,1471/A, Nayapalli, Bhubaneswar, Odisha 751015"
Konark,SURYA INN,Rs. 960-1000,Near Canara Bank, Konark, Odisha 752111"
Konark,Panthanivas Konark,06758 236 820,Rs.400-500,NH 203, Konark, Odisha 752111"
Konark,SUN TEMPLE HOTEL,094372 05163,Rs.1412-1500,NEAR BUS STAND, Konark, Odisha 752111"
Cuttack,Grand Residency,092383 06696,Rs.2800-3600,Palamandap, Badambadi, Cuttack, Odisha 753012"
Cuttack,Hotel Sagar,0671 243 3132,Rs.900-1000,Dolamundai, Haripur Road, Cuttack, Odisha 753001"
Cuttack,Hotel Dwaraka,098611 78701,Rs. 980-1100,Ranihat Colony, Cuttack, Odisha 753001"
Sambalpur,Hotel Kaveri,094370 50506,Rs.800-1700,Ainthapali, Opp Private Bus Stand, Sambalpur, Odisha 768004"
Sambalpur,Hotel Sheela Towers,0663 240 3111,Rs.2011-2300,VSS Marg, Sakhipara, Sambalpur, Odisha 768001"
Sambalpur,Hotel Sujata,0663 211 5611,Rs.700-800,Laxmi Talkies Chowk,Sambalpur., Sakhipara, Sambalpur, Odisha 768001"
Balasore,Hotel Lucky International,06782 260 309,Rs.1277-1800,Chidia Polo, V.N. Marg, Balasore, Odisha 756001"
Balasore,Arpita Beach Resort,075048 38884,Rs.1477-1500,Sonapur Road, Near Chandipur Beach, Chandipur, Balasore, Odisha 756025"
Balasore,Barjorjis Hotels Pvt Ltd,06782 240 699,Rs.2398-2400,OT Rd, Balasore, Odisha 756001"
Kendrapara,Estuarine Village Resort,091635 80464,Rs.2619-3000,Nalitapatia, Rajnagar Block, Kendrapara, Odisha 754248"
Kendrapara,Nature Camp Bhitarkanika Retreat,094370 29989,Rs.4700-4800,Bhitarkanika National Park, Raj Nagar, Odisha 754248"
Kendrapara,Sand Pebbles Bhitarkanika Jungle Resorts,099370 47574,Rs.4500-5000,Khola, Dangmal ( Rajnagar), Bhitarkanika National Park, Kendrapara, Odisha754248"
Jeypore,Hotel Sai Krishna,06854 230 253,Rs.749-800, Mill Street, Jeypore, Odisha 764001"
Jeypore,Hotel Apsara,06854 231 555,Rs.500-1000,Park Line/ VIP lane, Jeypore, Odisha 764001"
Jeypore,Hotel Madhumati,078947 72199,Rs.200-800,N.K.T Rd, Mill Street, Jeypore, Odisha 764001"
Behrampur,Hotel Jyoti Residency,0680 222 5428,Rs.1383-1448,Old Bus Stand Traffic Checkpost, Brahmapur, Odisha 760001"
Behrampur,Hotel City Palace,0680 222 0489,Rs.1320-1500,Christian Hospital Rd, Godavarish Nagar, Brahmapur, Odisha 760001"
Behrampur,Moti Hotel,0680 222 5386,Rs.1400-1500,Gandhi Nagar Main Rd, Gandhi Nagar, Brahmapur, Odisha 760001"
Behrampur,Moonlite,0680 654 3330,Rs.1200-1500,Opp.Sales Tax Square, NH 217,, Brahmapur, Odisha 760001"
